,county,state,population,dc
2465,Putnam,TN,51373,11.0
2466,Rhea,TN,24344,4.0
2467,Roane,TN,47227,5.0
2468,Robertson,TN,41494,6.0
2469,Rutherford,TN,118570,15.0
2470,Scott,TN,18358,4.0
2471,Sequatchie,TN,8863,1.0
2472,Sevier,TN,51043,13.0
2473,Shelby,TN,826330,116.0
2474,Smith,TN,14143,4.0
2475,Stewart,TN,9479,1.0
2476,Sullivan,TN,143596,20.0
2477,Sumner,TN,103281,13.0
2478,Tipton,TN,37568,2.0
2479,Trousdale,TN,5920,1.0
2480,Unicoi,TN,16549,5.0
2481,Union,TN,13694,7.0
2482,Van buren,TN,4846,0.0
2483,Warren,TN,32992,8.0
2484,Washington,TN,92315,16.0
2485,Wayne,TN,13935,4.0
2486,Weakley,TN,31972,10.0
2487,White,TN,20090,4.0
2488,Williamson,TN,81021,14.0
2489,Wilson,TN,67675,6.0
2490,Anderson,TX,48024,12.0
2491,Andrews,TX,14338,3.0
2492,Angelina,TX,69884,10.0
2493,Aransas,TX,17892,4.0
2494,Archer,TX,7973,2.0
2495,Armstrong,TX,2021,1.0
2496,Atascosa,TX,30533,5.0
2497,Austin,TX,19832,12.0
2498,Bailey,TX,7064,0.0
2499,Bandera,TX,10562,4.0
2500,Bastrop,TX,38263,8.0
2501,Baylor,TX,4385,2.0
2502,Bee,TX,25135,7.0
2503,Bell,TX,191088,24.0
2504,Bexar,TX,1185394,191.0
2505,Blanco,TX,5972,2.0
2506,Borden,TX,799,0.0
2507,Bosque,TX,15125,8.0
2508,Bowie,TX,81665,16.0
2509,Brazoria,TX,191707,23.0
2510,Brazos,TX,121862,15.0
2511,Brewster,TX,8681,2.0
2512,Briscoe,TX,1971,0.0
2513,Brooks,TX,8204,2.0
2514,Brown,TX,34371,11.0
2515,Burleson,TX,13625,4.0
2516,Burnet,TX,22677,7.0
2517,Caldwell,TX,26392,9.0
2518,Calhoun,TX,19053,4.0
2519,Callahan,TX,11859,5.0
2520,Cameron,TX,260120,33.0
2521,Camp,TX,9904,0.0
2522,Carson,TX,6576,0.0
2523,Cass,TX,29982,9.0
2524,Castro,TX,9070,0.0
2525,Chambers,TX,20088,4.0
2526,Cherokee,TX,41049,10.0
2527,Childress,TX,5953,2.0
2528,Clay,TX,10024,2.0
2529,Cochran,TX,4377,1.0
2530,Coke,TX,3424,2.0
2531,Coleman,TX,9710,3.0
2532,Collin,TX,264036,29.0
2533,Collingsworth,TX,3573,2.0
2534,Colorado,TX,18383,5.0
2535,Comal,TX,51832,13.0
2536,Comanche,TX,13381,6.0
2537,Concho,TX,3044,0.0
2538,Cooke,TX,30777,6.0
2539,Coryell,TX,64213,3.0
2540,Cottle,TX,2247,2.0
2541,Crane,TX,4652,0.0
2542,Crockett,TX,4078,1.0
2543,Crosby,TX,7304,2.0
2544,Culberson,TX,3407,0.0
2545,Dallam,TX,5461,0.0
2546,Dallas,TX,1852810,267.0
2547,Dawson,TX,14349,6.0
2548,Deaf smith,TX,19153,0.0
2549,Delta,TX,4857,1.0
2550,Denton,TX,273525,30.0
2551,Dewitt,TX,18840,0.0
2552,Dickens,TX,2571,2.0
2553,Dimmit,TX,10433,0.0
2554,Donley,TX,3696,0.0
2555,Duval,TX,12918,1.0
2556,Eastland,TX,18488,3.0
2557,Ector,TX,118934,30.0
2558,Edwards,TX,2266,0.0
2559,El paso,TX,591610,0.0
2560,Ellis,TX,85167,8.0
2561,Erath,TX,27991,5.0
2562,Falls,TX,17712,6.0
2563,Fannin,TX,24804,4.0
2564,Fayette,TX,20095,7.0
2565,Fisher,TX,4842,1.0
2566,Floyd,TX,8497,2.0
2567,Foard,TX,1794,1.0
2568,Fort bend,TX,225421,0.0
2569,Franklin,TX,7802,1.0
2570,Freestone,TX,15818,2.0
2571,Frio,TX,13472,1.0
2572,Gaines,TX,14123,0.0
2573,Galveston,TX,217399,36.0
2574,Garza,TX,5143,2.0
2575,Gillespie,TX,17204,5.0
2576,Glasscock,TX,1447,0.0
2577,Goliad,TX,5980,2.0
2578,Gonzales,TX,17205,13.0
2579,Gray,TX,23967,1.0
2580,Grayson,TX,95021,18.0
2581,Gregg,TX,104948,18.0
2582,Grimes,TX,18828,6.0
2583,Guadalupe,TX,64873,13.0
2584,Hale,TX,34671,11.0
2585,Hall,TX,3905,1.0
2586,Hamilton,TX,7733,4.0
2587,Hansford,TX,5848,3.0
2588,Hardeman,TX,5283,3.0
2589,Hardin,TX,41320,13.0
2590,Harris,TX,2818199,321.0
2591,Harrison,TX,57483,10.0
2592,Hartley,TX,3634,1.0
2593,Haskell,TX,6820,4.0
2594,Hays,TX,65614,5.0
2595,Hemphill,TX,3720,0.0
2596,Henderson,TX,58543,13.0
2597,Hidalgo,TX,383545,34.0
2598,Hill,TX,27146,9.0
2599,Hockley,TX,24199,2.0
2600,Hood,TX,28981,3.0
2601,Hopkins,TX,28833,9.0
2602,Houston,TX,21375,6.0
2603,Howard,TX,32343,6.0
2604,Hudspeth,TX,2915,0.0
2605,Hunt,TX,64343,7.0
2606,Hutchinson,TX,25689,10.0
2607,Irion,TX,1629,0.0
2608,Jack,TX,6981,0.0
2609,Jackson,TX,13039,5.0
2610,Jasper,TX,31102,8.0
2611,Jeff davis,TX,1946,0.0
2612,Jefferson,TX,239397,57.0
2613,Jim hogg,TX,5109,0.0
2614,Jim wells,TX,37679,0.0
2615,Johnson,TX,97165,15.0
2616,Jones,TX,16490,6.0
2617,Karnes,TX,12455,2.0
2618,Kaufman,TX,52220,5.0
2619,Kendall,TX,14589,1.0
2620,Kenedy,TX,460,0.0
2621,Kent,TX,1010,1.0
2622,Kerr,TX,36304,11.0
2623,Kimble,TX,4122,2.0
2624,King,TX,354,0.0
2625,Kinney,TX,3119,0.0
2626,Kleberg,TX,30274,6.0
2627,Knox,TX,4837,3.0
2628,La salle,TX,5254,0.0
2629,Lamar,TX,43949,14.0
2630,Lamb,TX,15072,3.0
2631,Lampasas,TX,13521,4.0
2632,Lavaca,TX,18690,8.0
2633,Lee,TX,12854,4.0
2634,Leon,TX,12665,4.0
2635,Liberty,TX,52726,14.0
2636,Limestone,TX,20946,5.0
2637,Lipscomb,TX,3143,1.0
2638,Live oak,TX,9556,0.0
2639,Llano,TX,11631,7.0
2640,Loving,TX,107,0.0
2641,Lubbock,TX,222636,36.0
2642,Lynn,TX,6758,1.0
2643,Madison,TX,10931,2.0
2644,Marion,TX,9984,3.0
2645,Martin,TX,4956,0.0
2646,Mason,TX,3423,3.0
2647,Matagorda,TX,36928,10.0
2648,Maverick,TX,36378,3.0
2649,Mcculloch,TX,8778,0.0
2650,Mclennan,TX,189123,0.0
2651,Mcmullen,TX,817,0.0
2652,Medina,TX,27312,4.0
2653,Menard,TX,2252,0.0
2654,Midland,TX,106611,16.0
2655,Milam,TX,22946,10.0
2656,Mills,TX,4531,4.0
2657,Mitchell,TX,8016,4.0
2658,Montague,TX,17274,4.0
2659,Montgomery,TX,182201,15.0
2660,Moore,TX,17865,3.0
2661,Morris,TX,13200,1.0
2662,Motley,TX,1532,1.0
2663,Nacogdoches,TX,54753,11.0
2664,Navarro,TX,39926,12.0
2665,Newton,TX,13569,3.0
2666,Nolan,TX,16594,8.0
2667,Nueces,TX,291145,51.0
2668,Ochiltree,TX,9128,0.0
2669,Oldham,TX,2278,0.0
2670,Orange,TX,80509,8.0
2671,Palo pinto,TX,25055,0.0
2672,Panola,TX,22035,5.0
2673,Parker,TX,64785,7.0
2674,Parmer,TX,9863,0.0
2675,Pecos,TX,14675,0.0
2676,Polk,TX,30687,9.0
2677,Potter,TX,97874,22.0
2678,Presidio,TX,6637,0.0
2679,Rains,TX,6715,2.0
2680,Randall,TX,89673,20.0
2681,Reagan,TX,4514,0.0
2682,Real,TX,2412,1.0
2683,Red river,TX,14317,0.0
2684,Reeves,TX,15852,3.0
2685,Refugio,TX,7976,1.0
2686,Roberts,TX,1025,0.0
2687,Robertson,TX,15511,5.0
2688,Rockwall,TX,25604,1.0
2689,Runnels,TX,11294,5.0
2690,Rusk,TX,43735,9.0
2691,Sabine,TX,9586,1.0
2692,San augustine,TX,7999,0.0
2693,San jacinto,TX,16372,0.0
2694,San patricio,TX,58749,0.0
2695,San saba,TX,5401,0.0
2696,Schleicher,TX,2990,1.0
2697,Scurry,TX,18634,9.0
2698,Shackelford,TX,3316,3.0
2699,Shelby,TX,22034,5.0
2700,Sherman,TX,2858,0.0
2701,Smith,TX,151309,16.0
2702,Somervell,TX,5360,1.0
2703,Starr,TX,40518,4.0
2704,Stephens,TX,9010,2.0
2705,Sterling,TX,1438,0.0
2706,Stonewall,TX,2013,0.0
2707,Sutton,TX,4135,0.0
2708,Swisher,TX,8133,1.0
2709,Tarrant,TX,1170103,203.0
2710,Taylor,TX,119655,26.0
2711,Terrell,TX,1410,0.0
2712,Terry,TX,13218,1.0
2713,Throckmorton,TX,1880,0.0
2714,Titus,TX,24009,6.0
2715,Tom green,TX,98458,0.0
2716,Travis,TX,576407,74.0
2717,Trinity,TX,11445,2.0
2718,Tyler,TX,16646,4.0
2719,Upshur,TX,31370,7.0
2720,Upton,TX,4447,1.0
2721,Uvalde,TX,23340,2.0
2722,Val verde,TX,38721,0.0
2723,Van zandt,TX,37944,0.0
2724,Victoria,TX,74361,17.0
2725,Walker,TX,50917,3.0
2726,Waller,TX,23390,2.0
2727,Ward,TX,13115,2.0
2728,Washington,TX,26154,12.0
2729,Webb,TX,133239,17.0
2730,Wharton,TX,39955,8.0
2731,Wheeler,TX,5879,4.0
2732,Wichita,TX,122378,26.0
2733,Wilbarger,TX,15121,8.0
2734,Willacy,TX,17705,0.0
2735,Williamson,TX,139551,17.0
2736,Wilson,TX,22650,1.0
2737,Winkler,TX,8626,3.0
2738,Wise,TX,34679,7.0
2739,Wood,TX,29380,13.0
2740,Yoakum,TX,8786,0.0
2741,Young,TX,18126,7.0
2742,Zapata,TX,9279,2.0
2743,Zavala,TX,12162,3.0
2744,Beaver,UT,4765,2.0
2745,Box elder,UT,36485,0.0
2746,Cache,UT,70183,2.0
2747,Carbon,UT,20228,5.0
2748,Daggett,UT,690,0.0
2749,Davis,UT,187941,17.0
2750,Duchesne,UT,12645,0.0
2751,Emery,UT,10332,1.0
2752,Garfield,UT,3980,1.0
2753,Grand,UT,6620,2.0
2754,Iron,UT,20789,4.0
2755,Juab,UT,5817,0.0
2756,Kane,UT,5169,0.0
2757,Millard,UT,11333,5.0
2758,Morgan,UT,5528,1.0
2759,Piute,UT,1277,0.0
2760,Rich,UT,1725,0.0
2761,Salt lake,UT,725956,0.0
2762,San juan,UT,12621,0.0
2763,Sanpete,UT,16259,6.0
2764,Sevier,UT,15431,1.0
2765,Summit,UT,15518,1.0
2766,Tooele,UT,26601,6.0
2767,Uintah,UT,22211,6.0
2768,Utah,UT,263590,20.0
2769,Wasatch,UT,10089,1.0
2770,Washington,UT,48560,9.0
2771,Wayne,UT,2177,1.0
2772,Weber,UT,158330,31.0
2773,Addison,VT,32953,9.0
2774,Bennington,VT,35845,10.0
2775,Caledonia,VT,27846,4.0
2776,Chittenden,VT,131761,23.0
2777,Essex,VT,6405,3.0
2778,Franklin,VT,39980,6.0
2779,Grand isle,VT,5318,0.0
2780,Lamoille,VT,19735,5.0
2781,Orange,VT,26149,9.0
2782,Orleans,VT,24053,5.0
2783,Rutland,VT,62142,18.0
2784,Washington,VT,54928,21.0
2785,Windham,VT,41588,10.0
2786,Windsor,VT,54055,10.0
2787,Accomack,VA,31703,10.0
2788,Albemarle,VA,68040,6.0
2789,Alleghany,VA,13176,2.0
2790,Amelia,VA,8787,0.0
2791,Amherst,VA,28578,7.0
2792,Appomattox,VA,12298,3.0
2793,Arlington,VA,170936,24.0
2794,Augusta,VA,54677,6.0
2795,Bath,VA,4799,1.0
2796,Bedford,VA,45656,6.0
2797,Bland,VA,6514,3.0
2798,Botetourt,VA,24992,4.0
2799,Brunswick,VA,15987,6.0
2800,Buchanan,VA,31333,12.0
2801,Buckingham,VA,12873,3.0
2802,Campbell,VA,47572,2.0
2803,Caroline,VA,19217,2.0
2804,Carroll,VA,26594,4.0
2805,Charles city,VA,6282,0.0
2806,Charlotte,VA,11688,0.0
2807,Chesterfield,VA,209274,22.0
2808,Clarke,VA,12101,1.0
2809,Craig,VA,4372,1.0
2810,Culpeper,VA,27791,3.0
2811,Cumberland,VA,7825,2.0
2812,Dickenson,VA,17620,2.0
2813,Dinwiddie,VA,20960,2.0
2814,Essex,VA,8689,4.0
2815,Fairfax,VA,818584,87.0
2816,Fauquier,VA,48741,4.0
2817,Floyd,VA,12005,2.0
2818,Fluvanna,VA,12429,2.0
2819,Franklin,VA,39549,6.0
2820,Frederick,VA,45723,5.0
2821,Giles,VA,16366,9.0
2822,Gloucester,VA,30131,5.0
2823,Goochland,VA,14163,4.0
2824,Grayson,VA,16278,7.0
2825,Greene,VA,10297,2.0
2826,Greensville,VA,8853,1.0
2827,Halifax,VA,29033,5.0
2828,Hampton city,VA,133793,0.0
2829,Hanover,VA,63306,10.0
2830,Henrico,VA,217881,35.0
2831,Henry,VA,56942,12.0
2832,Highland,VA,2635,3.0
2833,Isle of wight,VA,25053,0.0
2834,James city,VA,34859,0.0
2835,King and queen,VA,6289,0.0
2836,King george,VA,13527,0.0
2837,King william,VA,10913,0.0
2838,Lancaster,VA,10896,2.0
2839,Lee,VA,24496,4.0
2840,Loudoun,VA,86129,7.0
2841,Louisa,VA,20325,8.0
2842,Lunenburg,VA,11419,0.0
2843,Madison,VA,11949,0.0
2844,Mathews,VA,8348,0.0
2845,Mecklenburg,VA,29241,1.0
2846,Middlesex,VA,8653,1.0
2847,Montgomery,VA,73913,8.0
2848,Nansemond fake,VA,6734,0.0
2849,Nelson,VA,12778,0.0
2850,New kent,VA,10445,0.0
2851,Newport news city,VA,170045,0.0
2852,Norfolk city,VA,261229,0.0
2853,Northampton,VA,13061,3.0
2854,Northumberland,VA,10524,3.0
2855,Nottoway,VA,14993,4.0
2856,Orange,VA,21421,5.0
2857,Page,VA,21690,2.0
2858,Patrick,VA,17473,1.0
2859,Pittsylvania,VA,55655,11.0
2860,Powhatan,VA,15328,1.0
2861,Prince edward,VA,17320,0.0
2862,Prince george,VA,27394,0.0
2863,Prince william,VA,215686,0.0
2864,Pulaski,VA,34496,7.0
2865,Rappahannock,VA,6622,1.0
2866,Richmond,VA,7273,1.0
2867,Roanoke,VA,79332,17.0
2868,Rockbridge,VA,18350,4.0
2869,Rockingham,VA,57482,8.0
2870,Russell,VA,28667,5.0
2871,Scott,VA,23204,12.0
2872,Shenandoah,VA,31636,6.0
2873,Smyth,VA,32370,11.0
2874,Southampton,VA,17550,1.0
2875,Spotsylvania,VA,57403,9.0
2876,Stafford,VA,61236,5.0
2877,Surry,VA,6145,1.0
2878,Sussex,VA,10248,2.0
2879,Tazewell,VA,45960,10.0
2880,Virginia beach city,VA,393069,0.0
2881,Warren,VA,26142,9.0
2882,Washington,VA,45887,14.0
2883,Westmoreland,VA,15480,4.0
2884,Wise,VA,39573,12.0
2885,Wythe,VA,25466,5.0
2886,York,VA,42422,10.0
2887,Adams,WA,13603,2.0
2888,Asotin,WA,17605,5.0
2889,Benton,WA,112560,16.0
2890,Chelan,WA,52250,15.0
2891,Clallam,WA,56464,14.0
2892,Clark,WA,238053,46.0
2893,Columbia,WA,4024,1.0
2894,Cowlitz,WA,82119,15.0
2895,Douglas,WA,26205,6.0
2896,Ferry,WA,6295,0.0
2897,Franklin,WA,37473,5.0
2898,Garfield,WA,2248,0.0
2899,Grant,WA,54758,9.0
2900,Grays harbor,WA,64175,0.0
2901,Island,WA,60195,12.0
2902,Jefferson,WA,20146,7.0
2903,King,WA,1507319,248.0
2904,Kitsap,WA,189731,37.0
2905,Kittitas,WA,26725,3.0
2906,Klickitat,WA,16616,3.0
2907,Lewis,WA,59358,18.0
2908,Lincoln,WA,8864,1.0
2909,Mason,WA,38341,8.0
2910,Okanogan,WA,33350,13.0
2911,Pacific,WA,18882,5.0
2912,Pend oreille,WA,8915,0.0
2913,Pierce,WA,586203,101.0
2914,San juan,WA,10035,0.0
2915,Skagit,WA,79555,18.0
2916,Skamania,WA,8289,2.0
2917,Snohomish,WA,465642,66.0
2918,Spokane,WA,361364,78.0
2919,Stevens,WA,30948,4.0
2920,Thurston,WA,161238,20.0
2921,Wahkiakum,WA,3327,0.0
2922,Walla walla,WA,48439,0.0
2923,Whatcom,WA,127780,27.0
2924,Whitman,WA,38775,4.0
2925,Yakima,WA,188823,37.0
2926,Barbour,WV,15699,0.0
2927,Berkeley,WV,59253,0.0
2928,Boone,WV,25870,0.0
2929,Braxton,WV,12998,0.0
2930,Brooke,WV,26992,0.0
2931,Cabell,WV,96827,0.0
2932,Calhoun,WV,7885,0.0
2933,Clay,WV,9983,0.0
2934,Doddridge,WV,6994,0.0
2935,Fayette,WV,47952,0.0
2936,Gilmer,WV,7669,0.0
2937,Grant,WV,10428,0.0
2938,Greenbrier,WV,34693,0.0
2939,Hampshire,WV,16498,0.0
2940,Hancock,WV,35233,0.0
2941,Hardy,WV,10977,0.0
2942,Harrison,WV,69371,0.0
2943,Jackson,WV,25938,0.0
2944,Jefferson,WV,35926,0.0
2945,Kanawha,WV,207619,0.0
2946,Lewis,WV,17223,0.0
2947,Lincoln,WV,21382,0.0
2948,Logan,WV,43032,0.0
2949,Marion,WV,57249,0.0
2950,Marshall,WV,37356,0.0
2951,Mason,WV,25178,0.0
2952,Mcdowell,WV,35233,0.0
2953,Mercer,WV,64980,0.0
2954,Mineral,WV,26697,0.0
2955,Mingo,WV,33739,0.0
2956,Monongalia,WV,75509,0.0
2957,Monroe,WV,12406,0.0
2958,Morgan,WV,12128,0.0
2959,Nicholas,WV,26775,0.0
2960,Ohio,WV,50871,0.0
2961,Pendleton,WV,8054,0.0
2962,Pleasants,WV,7546,0.0
2963,Pocahontas,WV,9008,0.0
2964,Preston,WV,29037,0.0
2965,Putnam,WV,42835,0.0
2966,Raleigh,WV,76819,0.0
2967,Randolph,WV,27803,0.0
2968,Ritchie,WV,10233,0.0
2969,Roane,WV,15120,0.0
2970,Summers,WV,14204,0.0
2971,Taylor,WV,15144,0.0
2972,Tucker,WV,7728,0.0
2973,Tyler,WV,9796,0.0
2974,Upshur,WV,22867,0.0
2975,Wayne,WV,41636,0.0
2976,Webster,WV,10729,0.0
2977,Wetzel,WV,19258,0.0
2978,Wirt,WV,5192,0.0
2979,Wood,WV,86915,0.0
2980,Wyoming,WV,28990,0.0
2981,Adams,WI,15682,5.0
2982,Ashland,WI,16307,3.0
2983,Barron,WI,40750,15.0
2984,Bayfield,WI,14008,3.0
2985,Brown,WI,194594,37.0
2986,Buffalo,WI,13584,3.0
2987,Burnett,WI,13084,3.0
2988,Calumet,WI,34291,10.0
2989,Chippewa,WI,52360,13.0
2990,Clark,WI,31647,9.0
2991,Columbia,WI,45088,17.0
2992,Crawford,WI,15940,6.0
2993,Dane,WI,367085,61.0
2994,Dodge,WI,76559,23.0
2995,Door,WI,25690,6.0
2996,Douglas,WI,41758,22.0
2997,Dunn,WI,35909,6.0
2998,Eau claire,WI,85183,0.0
2999,Florence,WI,4590,4.0
3000,Fond du lac,WI,90083,0.0
3001,Forest,WI,8776,2.0
3002,Grant,WI,49264,16.0
3003,Green,WI,30339,11.0
3004,Green lake,WI,18651,0.0
3005,Iowa,WI,20150,5.0
3006,Iron,WI,6153,1.0
3007,Jackson,WI,16588,7.0
3008,Jefferson,WI,67783,11.0
3009,Juneau,WI,21650,6.0
3010,Kenosha,WI,128181,32.0
3011,Kewaunee,WI,18878,4.0
3012,La crosse,WI,97904,0.0
3013,Lafayette,WI,16076,8.0
3014,Langlade,WI,19505,7.0
3015,Lincoln,WI,26993,9.0
3016,Manitowoc,WI,80421,25.0
3017,Marathon,WI,115400,25.0
3018,Marinette,WI,40548,17.0
3019,Marquette,WI,12321,3.0
3020,Menominee,WI,3890,0.0
3021,Milwaukee,WI,959275,226.0
3022,Monroe,WI,36633,16.0
3023,Oconto,WI,30226,10.0
3024,Oneida,WI,31679,8.0
3025,Outagamie,WI,140510,42.0
3026,Ozaukee,WI,72831,20.0
3027,Pepin,WI,7107,2.0
3028,Pierce,WI,32765,7.0
3029,Polk,WI,34773,9.0
3030,Portage,WI,61405,7.0
3031,Price,WI,15600,3.0
3032,Racine,WI,175034,43.0
3033,Richland,WI,17521,6.0
3034,Rock,WI,139510,29.0
3035,Rusk,WI,15079,1.0
3036,Sauk,WI,46975,15.0
3037,Sawyer,WI,14181,4.0
3038,Shawano,WI,37157,8.0
3039,Sheboygan,WI,103877,38.0
3040,St. croix,WI,50251,0.0
3041,Taylor,WI,18901,2.0
3042,Trempealeau,WI,25263,5.0
3043,Vernon,WI,25617,13.0
3044,Vilas,WI,17707,5.0
3045,Walworth,WI,75000,21.0
3046,Washburn,WI,13772,8.0
3047,Washington,WI,95328,19.0
3048,Waukesha,WI,304715,68.0
3049,Waupaca,WI,46104,18.0
3050,Waushara,WI,19385,13.0
3051,Winnebago,WI,140320,43.0
3052,Wood,WI,73605,18.0
3053,Albany,WY,30797,4.0
3054,Big horn,WY,10525,0.0
3055,Campbell,WY,29370,2.0
3056,Carbon,WY,16659,1.0
3057,Converse,WY,11128,1.0
3058,Crook,WY,5294,1.0
3059,Fremont,WY,33662,6.0
3060,Goshen,WY,12373,7.0
3061,Hot springs,WY,4809,0.0
3062,Johnson,WY,6145,3.0
3063,Laramie,WY,73142,17.0
3064,Lincoln,WY,12625,2.0
3065,Natrona,WY,61226,18.0
3066,Niobrara,WY,2499,1.0
3067,Park,WY,23178,3.0
3068,Platte,WY,8145,2.0
3069,Sheridan,WY,23562,11.0
3070,Sublette,WY,4843,1.0
3071,Sweetwater,WY,38823,3.0
3072,Teton,WY,11172,0.0
3073,Uinta,WY,18705,2.0
3074,Washakie,WY,8388,2.0
3075,Weston,WY,6518,1.0
